id,state,region,title,model_year,price,type,chassis_make,body_make,chassis_type,fuel,is_4wd,mileage,engine_hours,pump_hours,pump_gpm,tank_gal,last_modified,category_id
d5c68415-e5d9-4ef3-9182-da3e9884f81a,AL,South,2006 Mack CV713 Dump Truck,2006,40000,dump-truck,Mack,,2-door-commercial,diesel,,500000,,,,,2026-07-20T09:46:02.521Z,3e918b89-8111-4445-ab7e-2c9b49127342
5b4d80f6-af2f-4773-a033-baedf5c1012b,AL,South,"Bullard TICs (4 available, ONE PER ORDER)",,200,,,,,,,,,,,,2026-01-16T20:27:00.444Z,b28116b1-22b6-46b3-81c4-d0066cd02437
95f7a349-2418-498a-a764-7636d4b3095c,AL,South,1994 Seagrave Firetruck,1994,12325,,,,,,,,,,,,2026-07-22T21:28:46.045Z,b28116b1-22b6-46b3-81c4-d0066cd02437
b9e154b7-05f6-4084-84b2-104530f92dd1,AL,South,"Federal Siren, Used",,500,,,,,,,,,,,,2026-01-16T20:26:42.567Z,b28116b1-22b6-46b3-81c4-d0066cd02437
6b5edf0e-56a5-4c49-88e9-3f2ca75d0c59,AL,South,Kochek Valve,,400,,,,,,,,,,,,2026-01-16T20:27:01.501Z,b28116b1-22b6-46b3-81c4-d0066cd02437
96793e1d-f368-485a-8122-64f3d333847b,AL,South,Used Honeywell Boots (Size 16),,80,,,,,,,,,,,,2026-01-16T20:26:36.907Z,b28116b1-22b6-46b3-81c4-d0066cd02437
4c7fac5c-5aa3-4129-93f3-8c4e46262f1c,AL,South,"Akron 3"" Nozzle",,330,,,,,,,,,,,,2026-01-16T20:27:03.422Z,b28116b1-22b6-46b3-81c4-d0066cd02437
bd5a9cea-30d7-424e-84d0-403ef2c521a7,AL,South,Lot of Right Angle Lights,,200,,,,,,,,,,,,2026-01-16T20:26:59.551Z,b28116b1-22b6-46b3-81c4-d0066cd02437
02d0ec5d-9846-4367-b0e5-24cf4bbc165d,AL,South,Used Morning Pride Turnout Pants (Size: 40x26),,70,,,,,,,,,,,,2026-01-16T20:27:00.408Z,b28116b1-22b6-46b3-81c4-d0066cd02437
16469578-141b-472e-bcec-4c032a42d06c,AL,South,Used Morning Pride Turnout Pants (Size 42W x 29I),,80,,,,,,,,,,,,2026-01-16T20:26:36.071Z,b28116b1-22b6-46b3-81c4-d0066cd02437
a17bda4d-7e14-4f01-aebd-73e04aa29477,AL,South,Gated Wye,,120,,,,,,,,,,,,2026-01-16T20:27:02.569Z,b28116b1-22b6-46b3-81c4-d0066cd02437
cc6da5f1-acaf-427b-ad1c-853314381889,AL,South,Used Morning Pride Turnout Pants,,75,,,,,,,,,,,,2026-03-04T23:29:58.606Z,b28116b1-22b6-46b3-81c4-d0066cd02437
ed2e34c1-8f04-4247-90fb-c84fa1e4da0b,AL,South,"Akron Turbojet Nozzle (1.50"" NH)",,275,,,,,,,,,,,,2026-01-16T20:27:03.567Z,b28116b1-22b6-46b3-81c4-d0066cd02437
73cb3362-3d72-4319-82ee-cabe18f8641f,AL,South,Elkhart Nozzle,,200,,,,,,,,,,,,2026-01-16T20:26:59.803Z,b28116b1-22b6-46b3-81c4-d0066cd02437
761a23ca-1ee2-4615-a7f5-b2edd92294ff,AL,South,650G Red Fire Axe,,200,,,,,,,,,,,,2026-01-16T20:27:04.376Z,b28116b1-22b6-46b3-81c4-d0066cd02437
f153f5d8-b37a-4f84-8c9f-64d9882cc37a,AL,South,Red Head 2.5” NH Hose,,100,,,,,,,,,,,,2026-01-16T20:26:34.215Z,b28116b1-22b6-46b3-81c4-d0066cd02437
5f28df66-dde8-4282-b7a8-716a9a172676,AL,South,Akron Nozzle Tip,,240,,,,,,,,,,,,2026-01-16T20:26:32.644Z,b28116b1-22b6-46b3-81c4-d0066cd02437
f257225a-180b-4caa-bc08-4cbe9759a4ed,AZ,West,2008 Central States GMC 4x4 Mini Pumper,2008,80000,mini-pumper,GMC,Central States,4-door-commercial,diesel,,80650,,,750,500,2026-08-07T19:08:30.209Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
4f33f237-acdf-494e-a5ec-7b1159113529,AZ,West,2003 E-One Typhoon 50' Quint,2003,225000,quint,E-One,E-One,custom,diesel,,18000,,,1250,750,2026-07-16T17:13:27.981Z,32a48e35-feaf-449b-86e1-7631bc0b3968
d0fc9245-aa5c-47d5-b521-a62b9a7e5810,AZ,West,2008 Fouts Brothers Ford 4x4 Mini Pumper,2008,40000,mini-pumper,Ford,Fouts Brothers,4-door-commercial,diesel,,68050,,,150,300,2026-08-07T19:08:24.022Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
572f6648-d69b-4c81-9a25-c8b6147d7868,AZ,West,2008 Ford 4x4 Mini Pumper,2008,80000,mini-pumper,Ford,Other,2-door-commercial,diesel,,28553,,,375,300,2026-07-16T17:13:23.897Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
92103dc9-8734-4182-8b48-6e39ec62aa23,AZ,West,1999 Freightliner FL80 Heavy Rescue,1999,150000,heavy-rescue,Freightliner,Freightliner,4-door-commercial,diesel,,13371,2181,,500,350,2026-08-01T15:59:00.146Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
7ac59246-bca2-400d-8daf-d725c917ce30,AZ,West,1989 Peterbilt 357 Dump Truck,1989,70000,dump-truck,Peterbilt,,2-door-commercial,,,200000,,,,,2026-08-12T20:28:05.486Z,3e918b89-8111-4445-ab7e-2c9b49127342
13f33b36-7053-4675-9a2a-ec91c7fe1852,AZ,West,2019 Ford E-450 Type III Ambulance,2019,55500,type-3,Ford,Ford,2-door-commercial,,,93808,,,,,2026-08-11T01:17:49.521Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
6639e82a-952c-4305-93de-4f46a2ba12c1,AZ,West,2015 Ford Explorer Command Unit,2015,9000,command-unit,Ford,Ford,4-door-commercial,gasoline,,111849,,,,,2026-08-11T01:14:28.070Z,804902f4-571d-45ba-a152-ba389e77cdf8
641dee64-66b9-43b1-b6f5-7f41d0a457a2,AZ,West,2013 Ford 4x4 Type I Ambulance,2013,60000,type-1,Ford,Other,2-door-commercial,diesel,,52810,,,,,2026-06-10T15:13:14.265Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
d30c8d83-b50e-4371-a8a9-15fb0ca94964,AZ,West,1996 Pierce Lance 100' Quint,1996,35000,quint,Pierce,Pierce,custom,diesel,,62428,,2274,2000,200,2026-06-16T14:21:38.368Z,32a48e35-feaf-449b-86e1-7631bc0b3968
410b40f7-a335-436c-a672-d16ca8666a56,AZ,West,1990 E-One Pumper,1990,12000,pumper-engine,E-One,E-One,custom,,,135175,2556.85,,1500,500,2026-07-03T03:00:07.532Z,fa257783-f061-4187-9eac-110ffe1f7c13
4538bb61-505e-4e61-b07a-a2b8b831de61,AZ,West,2012 PL-Custom Ford 4x4 Type I Ambulance,2012,49000,type-1,Ford,PL-Custom,custom,diesel,,138974,,,,,2026-07-15T00:11:40.181Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
a3b590fe-b6ee-4f1a-a8d9-098776d17717,AZ,West,1986 E-One Ford Pumper,1986,10000,pumper-engine,Ford,E-One,4-door-commercial,diesel,,56355,,,1250,500,2026-07-13T21:49:11.458Z,fa257783-f061-4187-9eac-110ffe1f7c13
b3b0c493-bff8-45a2-99b0-19978f772f39,AZ,West,Scott Safety 4500psi 45min SEL Cylinders Mfr 2016,2016,955,,,,,,,,,,,,2026-06-26T22:14:23.804Z,b28116b1-22b6-46b3-81c4-d0066cd02437
0955675d-bc20-4a47-8515-001896685a2f,AZ,West,Scott Safety TRC-1 Mobile Air Cart Model No. 200070-05,,5800,,,,,,,,,,,,2026-03-18T19:41:01.875Z,b28116b1-22b6-46b3-81c4-d0066cd02437
f4919936-2213-4f14-9414-0a2d11d20598,AZ,West,Scott 4.5 Wire Frame Air Pak SCBA,,575,,,,,,,,,,,,2026-06-17T14:26:04.498Z,b28116b1-22b6-46b3-81c4-d0066cd02437
d819e036-d34d-4fc7-b751-ee5cbeb79ba7,AZ,West,whelen lens v mirror lights pair red with white puddle light,,140,,,,,,,,,,,,2026-01-16T20:27:04.866Z,b28116b1-22b6-46b3-81c4-d0066cd02437
44ebc84a-8a20-4ff4-81d6-9ca9c160f405,AZ,West,Scott 5.5 X3 Snap Change 5500 PSI CBRN SCBA,,1500,,,,,,,,,,,,2026-02-22T20:40:22.281Z,b28116b1-22b6-46b3-81c4-d0066cd02437
551d4ea2-7918-4620-b266-49046f5221c7,AZ,West,Scott SCBA Pak-Tracker Locator Hand Held Receiver (2) Chargers (25) Transmitters,,2500,,,,,,,,,,,,2026-01-16T19:56:07.430Z,b28116b1-22b6-46b3-81c4-d0066cd02437
56a5ec8e-5bbe-4fe4-9b45-da8145a69195,AZ,West,SCOTT AV-3000 HT SCBA MASK Size Medium,,295,,,,,,,,,,,,2026-02-22T20:41:53.882Z,b28116b1-22b6-46b3-81c4-d0066cd02437
cec70224-b2d8-48ff-8a0c-7e6c3dc5f806,AZ,West,Scott 30010-300 Hansen Airline Hose Assembly NEW Factory Wrapped 300ft Roll,,1650,,,,,,,,,,,,2026-02-22T20:42:19.985Z,b28116b1-22b6-46b3-81c4-d0066cd02437
f4c266b6-8ddc-4df8-b6f2-42039464ec93,AZ,West,Scott 4.5 AP75 SCBA,,695,,,,,,,,,,,,2026-02-22T20:40:45.936Z,b28116b1-22b6-46b3-81c4-d0066cd02437
2f0fe810-18ee-4212-bf4b-e4db4a17b004,AZ,West,1986 Pierce E-2651 Fire Truck,1986,10000,,,,,,,,,,,,2026-05-08T14:40:50.490Z,b28116b1-22b6-46b3-81c4-d0066cd02437
438973eb-55fd-4fb9-a932-66dc0a219093,AR,South,2024 AEV Ford Type III Ambulance,2024,112857,type-3,Ford,AEV,2-door-commercial,gasoline,,74820,,,,,2026-07-15T21:18:52.116Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
a93e9a18-68bd-4374-a66f-a74156c10793,AR,South,2024 AEV Ford Type III Ambulance,2024,112857,type-3,Ford,AEV,2-door-commercial,gasoline,,91492,,,,,2026-06-10T15:13:14.265Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
cf709948-81fe-4e66-b7b0-787eb373f519,AR,South,2007 Crimson Freightliner Pumper Tanker,2007,175950,pumper-tanker,Freightliner,Crimson,2-door-commercial,diesel,,16300,,,1000,2000,2026-07-30T18:47:05.011Z,fb52f135-446f-4724-b502-a8d9c4f58493
73e0db65-17af-4f3d-b801-efeb432abc35,AR,South,2018 Ford 4x4 Type I Ambulance,2018,50000,type-1,Ford,Ford,2-door-commercial,,,143935,,,,,2026-08-04T18:12:40.399Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
813883f4-52c4-4f8c-9426-f741bfc0364d,AR,South,1998 International 4900 Pumper Tanker,1998,96950,pumper-tanker,International,International,2-door-commercial,,,32000,,,500,2000,2026-08-10T18:50:33.365Z,fb52f135-446f-4724-b502-a8d9c4f58493
0954b344-38ba-4d65-befa-13a92dde48bf,AR,South,2002 Freightliner Ferrara Pumper,2002,65000,pumper-engine,Ferrara,Freightliner,4-door-commercial,diesel,,82000,5000,,1250,750,2026-08-14T02:20:40.540Z,fa257783-f061-4187-9eac-110ffe1f7c13
e864b6ef-f33a-4694-a70f-e9e4f70d36a1,AR,South,2013 Chevrolet Chevy Impala Command Unit,2013,5000,command-unit,Chevrolet,Chevrolet,4-door-commercial,gasoline,,118352,1000,,,,2026-06-11T03:04:22.022Z,804902f4-571d-45ba-a152-ba389e77cdf8
45de1102-cb24-4ebd-8d85-9927a37e2578,AR,South,2000 E-One Freightliner Pumper,2000,85950,pumper-engine,Freightliner,E-One,4-door-commercial,,,35000,,,1250,1000,2026-07-22T20:21:53.522Z,fa257783-f061-4187-9eac-110ffe1f7c13
f445c059-7aa1-46ef-ad80-e88689a3ac3c,AR,South,1989 Ford FT900 Dump Truck,1989,22000,dump-truck,Ford,,2-door-commercial,diesel,,230456,,,,,2026-08-06T16:13:03.319Z,3e918b89-8111-4445-ab7e-2c9b49127342
5eeadc8e-6bf7-4b1d-b791-20ab74320c12,AR,South,1987 Pierce Pumper,1987,12000,pumper-engine,Pierce,Pierce,custom,diesel,,68011,,,1250,750,2026-07-23T22:16:31.089Z,fa257783-f061-4187-9eac-110ffe1f7c13
9a36d333-87a6-4de3-a024-34f31be1ccb4,AR,South,1999 International 4900 Tanker,1999,73950,tanker-tender,International,International,2-door-commercial,diesel,,18300,,,250,2100,2026-07-16T19:53:16.217Z,fb52f135-446f-4724-b502-a8d9c4f58493
57d5ce25-5f7f-4d59-b507-5508a06377ea,AR,South,1994 Saulsbury Spartan Heavy Rescue,1994,18000,heavy-rescue,Spartan,Saulsbury,custom,diesel,,47405,4985,,,,2026-06-10T15:13:14.265Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
5bfd9d57-701c-42c1-83e0-cf0ad5e98ecf,AR,South,2000 GMC Leach Rear Loader,2000,17000,rear_loader,GMC,Leach,2-door-commercial,diesel,,155321,,,,,2026-07-28T19:53:34.218Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
a9d55fcb-7c05-41e2-9667-5a48ba426f93,AR,South,2009 Dodge 4x4 Type I Ambulance,2009,30000,type-1,Dodge,Dodge,2-door-commercial,,,123460,,,,,2026-08-07T01:05:51.595Z,a81d9a9c-4e1f-4d12-8a69-c1f20a885b44
6b161ba7-6f8e-4331-b0fa-2104f5e734a2,AR,South,1993 GMC Leach Rear Loader,1993,12000,rear_loader,GMC,Leach,2-door-commercial,diesel,,352698,,,,,2026-07-28T19:54:04.343Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
8556d2c5-f0ab-4afb-bd2d-37286b25f80b,AR,South,2003 American LaFrance Freightliner Pumper,2003,38000,pumper-engine,Freightliner,American LaFrance,4-door-commercial,,,136573,,,1250,500,2026-08-10T17:02:38.097Z,fa257783-f061-4187-9eac-110ffe1f7c13
2336b99f-ea9e-42f1-be05-4b3910994928,AR,South,SCBA's  Multiple,,500,,,,,,,,,,,,2026-06-22T21:03:13.897Z,b28116b1-22b6-46b3-81c4-d0066cd02437
644e655a-98f4-472b-ad59-7a0dca3fc876,CA,West,2019 Ford F650 Type 3 Wildland Unit,2019,215000,wildland-unit,Ford,Ford,custom,diesel,,11884,,,500,500,2026-08-11T22:14:16.529Z,f3b8e9a7-fcba-45c1-8eb0-c1f645a9a557
eb7da411-493f-4410-a202-1c2d114e1f5d,CA,West,2023 International TRUVAC Hydrovac,2023,365000,hydrovac,International,TRUVAC,2-door-commercial,diesel,,29971,,3383,10,800,2026-07-27T23:27:25.087Z,399f25f9-1380-427d-a067-7e931d2d4dde
233a3d33-0d66-4578-8fb7-d31b5a0f91db,CA,West,2022 Fouts Brothers Ford 4x4 Mini Pumper,2022,275000,mini-pumper,Ford,Fouts Brothers,4-door-commercial,diesel,,8800,,,1500,300,2026-08-04T20:12:11.140Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
5e1cc3d3-78c8-4008-830d-9f4a68547fb6,CA,West,2024 Schwarze M6 Avalanche Street Sweeper - 2024 Freightliner M2 106,2024,335000,,Freightliner,,2-door-commercial,diesel,,890,35,,,,2026-08-05T14:30:43.920Z,0c5e300a-0a31-4ed4-a040-f82808f0d723
543ed305-c111-4d77-9582-e1aa0923a856,CA,West,2023 Peterbilt 567 Dump Truck,2023,179500,dump-truck,Peterbilt,,2-door-commercial,,,121827,5311,,,,2026-08-10T13:23:29.681Z,3e918b89-8111-4445-ab7e-2c9b49127342
890adb7d-e4af-49f9-9dde-b7578a4933f9,CA,West,2021 Peterbilt 348 Dump Truck,2021,131890,dump-truck,Peterbilt,,2-door-commercial,diesel,,266379,7251,,,,2026-08-05T03:15:45.805Z,3e918b89-8111-4445-ab7e-2c9b49127342
1e369f81-2e40-4e3b-bbbb-b3f6cc13a107,CA,West,2016 International 8600 Tanker,2016,93500,tanker-tender,International,International,custom,diesel,,106468,,,,4000,2026-08-04T15:27:00.596Z,fb52f135-446f-4724-b502-a8d9c4f58493
b94053c4-d145-413b-90ae-1bae7cb62f6e,CA,West,2022 Peterbilt 579 Dump Truck,2022,105000,dump-truck,Peterbilt,,2-door-commercial,diesel,,409000,,,,,2026-07-29T20:37:52.766Z,3e918b89-8111-4445-ab7e-2c9b49127342
acd7a44c-d3f6-46ab-8315-634e7455750b,CA,West,2023 Ford F-650 XL Dump Truck,2023,79500,dump-truck,Ford,,2-door-commercial,,,24168,,,,,2026-08-10T14:54:27.403Z,3e918b89-8111-4445-ab7e-2c9b49127342
817426f9-ed4a-4865-a98c-c4c5e1f72f1f,CA,West,2019 Tanker,2019,65010,tanker-tender,Other,Other,custom,diesel,,7436,,,,2000,2026-08-10T14:54:17.103Z,fb52f135-446f-4724-b502-a8d9c4f58493
e7789f45-2204-4dbd-9efa-eb8a6b8e0b7d,CA,West,2001 Westates HME Pumper,2001,50000,pumper-engine,HME,Westates,custom,,,9153,1456,68,1500,650,2026-08-10T14:54:28.696Z,fa257783-f061-4187-9eac-110ffe1f7c13
2fa5ec13-ec14-4d5f-83a8-4b31c5cc9883,CA,West,2020 International DuraStar 4300 Dump Truck,2020,62000,dump-truck,International,,2-door-commercial,,,38850,,,,,2026-08-10T14:54:26.974Z,3e918b89-8111-4445-ab7e-2c9b49127342
424605ba-cfad-4941-adcf-377a3e4391c7,CA,West,2019 Freightliner M2 106 Tanker,2019,81000,tanker-tender,Freightliner,Freightliner,custom,diesel,,22926,,,,2000,2026-08-04T15:28:33.687Z,fb52f135-446f-4724-b502-a8d9c4f58493
5690ad20-0265-4e09-aaab-13c32f96bade,CA,West,2018 Peterbilt 367 Dump Truck,2018,170000,dump-truck,Peterbilt,,2-door-commercial,,,204653,,,,,2026-08-09T21:26:58.562Z,3e918b89-8111-4445-ab7e-2c9b49127342
0b490dd2-1261-4e02-a8f5-dcb2594c0c00,CA,West,2020 Kenworth T270 Dump Truck,2020,100000,dump-truck,Kenworth,,2-door-commercial,,,13145,,,,,2026-08-07T18:41:02.645Z,3e918b89-8111-4445-ab7e-2c9b49127342
372b7da5-ef20-4688-9e8c-0f7db47e667d,CA,West,2020 Peterbilt 567 Dump Truck,2020,150000,dump-truck,Peterbilt,,2-door-commercial,,,296191,13434,,,,2026-08-09T21:26:47.443Z,3e918b89-8111-4445-ab7e-2c9b49127342
55385e0f-90ed-47bc-af12-9d9c70e7d119,CA,West,2020 Peterbilt 579 Dump Truck,2020,109000,dump-truck,Peterbilt,,2-door-commercial,diesel,,360407,,,,,2026-07-16T17:58:50.718Z,3e918b89-8111-4445-ab7e-2c9b49127342
8da8b3a7-a212-40f1-a04a-bf990f80f9fb,CA,West,2011 Kenworth T660 Bearcat 501 System Oil Asphalt Distributor Truck,2011,215000,,Kenworth,,2-door-commercial,diesel,,340000,,,,,2026-08-05T14:30:36.786Z,0c5e300a-0a31-4ed4-a040-f82808f0d723
952f6e37-7b8c-4e55-8318-c6c53483649b,CA,West,2020 Peterbilt 579 Dump Truck,2020,141900,dump-truck,Peterbilt,,2-door-commercial,,,376150,,,,,2026-08-06T15:11:09.492Z,3e918b89-8111-4445-ab7e-2c9b49127342
cc5069a6-ee8e-41d7-9fb6-5a9f5e085069,CA,West,2011 Ford F550 4x4 Quick Attack,2011,130000,quick-attack,Ford,Ford,4-door-commercial,diesel,,7416,,87,250,400,2026-07-16T17:13:22.482Z,6fe8c974-200e-4e53-b687-4988ae13f4ee
c0383697-a0dd-4d80-b4f1-96bd7127deac,CA,West,2022 Chevrolet W5500 Dump Truck,2022,64900,dump-truck,Chevrolet,,2-door-commercial,,,35550,,,,,2026-08-07T19:08:36.988Z,3e918b89-8111-4445-ab7e-2c9b49127342
eb1a4238-58c9-4182-88e9-8a8ba904139f,CA,West,2019 Ford F750 Tanker,2019,81950,tanker-tender,Ford,Ford,custom,diesel,,160320,,,,2000,2026-08-04T15:22:57.018Z,fb52f135-446f-4724-b502-a8d9c4f58493
3f986483-c265-41a0-93e4-4ac9c8c20a86,CA,West,2015 Volvo VHD Septic,2015,80000,septic,Volvo,Other,2-door-commercial,,,106000,,,338,3400,2026-08-06T19:24:25.040Z,399f25f9-1380-427d-a067-7e931d2d4dde
ddee4e8a-f554-4fb7-b3cc-9b8bde655a56,CA,West,2015 International 4300 Tanker,2015,77000,tanker-tender,International,International,custom,diesel,,76082,7930,,,2000,2026-08-04T15:25:16.513Z,fb52f135-446f-4724-b502-a8d9c4f58493
0c12f763-c37f-41e1-8b2c-7593fe94a0aa,CA,West,2015 Ford F750 Tanker,2015,78000,tanker-tender,Ford,Ford,custom,diesel,,12644,,,,2000,2026-08-04T15:21:00.838Z,fb52f135-446f-4724-b502-a8d9c4f58493
7b88e8ef-6c0a-4c0c-9233-cf37a20ace4c,CA,West,2015 International Pumper,2015,469000,pumper-engine,International,Other,4-door-commercial,diesel,,26000,,103,1200,1200,2026-07-28T20:28:25.189Z,fa257783-f061-4187-9eac-110ffe1f7c13
489b08ec-08b2-40f2-8f44-5db3cf280a3a,CA,West,2015 Peterbilt 567 Dump Truck,2015,115000,dump-truck,Peterbilt,,2-door-commercial,diesel,,254000,,,,,2026-08-07T19:27:40.077Z,3e918b89-8111-4445-ab7e-2c9b49127342
7c7e22d9-da4e-42b3-9f84-eedc4ad74a27,CA,West,2007 Pierce Enforcer Pumper,2007,135000,pumper-engine,Pierce,Pierce,custom,diesel,,37909,10870,,1250,750,2026-07-22T03:18:02.882Z,fa257783-f061-4187-9eac-110ffe1f7c13
ab7f91b4-e37a-4baa-a69d-fe135742ade9,CA,West,2018 Kenworth T880 Dump Truck,2018,110000,dump-truck,Kenworth,,2-door-commercial,diesel,,320000,,,,,2026-08-05T19:53:34.089Z,3e918b89-8111-4445-ab7e-2c9b49127342
fb93bb7f-f7fe-49ce-ace9-e0c427384f5e,CA,West,2015 Freightliner M2 Tanker,2015,93500,tanker-tender,Freightliner,Freightliner,2-door-commercial,diesel,,192285,,,750,4000,2026-08-12T20:53:47.209Z,fb52f135-446f-4724-b502-a8d9c4f58493
7f8263f7-2f33-4350-88fd-79b17baac7ea,CA,West,2018 Peterbilt 579 Sleeper Cab,2018,159000,dump-truck,Peterbilt,,2-door-commercial,diesel,,340800,,,,,2026-07-16T17:58:37.589Z,3e918b89-8111-4445-ab7e-2c9b49127342
5a58267b-53e7-4099-af01-3bc82855a598,CA,West,2015 Peterbilt 348 Dump Truck,2015,60000,dump-truck,Peterbilt,,2-door-commercial,diesel,,249480,,,,,2026-07-30T16:58:12.084Z,3e918b89-8111-4445-ab7e-2c9b49127342
fb1cc8a8-17be-4c53-8c72-16969e2cc9ee,CO,West,2024 Oshkosh 6x6 Pumper Tanker,2024,3200000,other-apparatus,Oshkosh,Other,custom,,,0,,,,2000,2026-07-31T18:35:05.743Z,6092aee6-fe58-436b-b005-d30d30c4b98b
24c1802f-302c-4701-9ca9-695f5e15e1cf,CO,West,Brand New QTAC 400G Firefighting Skids (2),,20000,other-apparatus,Amertek,Wildfire,custom,,,0,,,,,2026-08-13T22:06:01.768Z,6092aee6-fe58-436b-b005-d30d30c4b98b
9298f08d-f633-4f9f-ae49-1ea696308fc6,CO,West,2016 Mack DaDee Automated Side Loader,2016,100000,automated_side,Mack,DaDee,2-door-commercial,,,89000,9043,,,,2026-08-11T19:20:18.364Z,a05a1ae8-85b2-4ae3-ae67-10f5ce608164
086615aa-1afa-4775-aa38-fa3faef7de32,CO,West,1999 John Deere 644H Loader,1999,44999,,Other,,2-door-commercial,diesel,,1234,6784,,,,2026-08-14T13:16:17.318Z,55cb358d-1515-4019-b4f7-1b49d96099cd
2f839aa5-9b2d-4010-af7e-bc450f24eca8,CO,West,2006 Pierce Saber Heavy Rescue,2006,19000,heavy-rescue,Pierce,Pierce,custom,diesel,,150000,11500,0,0,0,2026-06-18T03:00:16.293Z,86aa5c3b-3965-4a9a-b2f8-fbcb5d0ca70a
